,skills,positions,about,degree
53,[],"['Assistant Corporate Controller', 'KPMG Nederland', 'Assistant to the CFO', 'President', 'Intern Credit Control & Collection']",nan,"['Master of Science (MSc), Business Administration: Financial Management', 'Bachelor of Business Administration (BBA), International Business and Management Studies']"
54,"['User Stories', 'User Experience (UX)', 'Program Management', 'Product Management', 'Agile Methodologies', 'Marketing Strategy', 'Digital Marketing', 'E-commerce', 'Customer Experience', 'Strategy', 'Marketing', 'Online Marketing', 'Digital Strategy', 'Media Planning', 'Direct Marketing', 'Account Management', 'Retail', 'Go-to-market Strategy', 'Customer Retention', 'Brand Management', 'User Stories', 'User Experience (UX)', 'Program Management', 'Product Management', 'Agile Methodologies', 'Marketing Strategy', 'Digital Marketing', 'E-commerce', 'Customer Experience', 'Marketing', 'Online Marketing', 'Digital Strategy', 'Media Planning', 'Direct Marketing', 'Account Management', 'Retail', 'Go-to-market Strategy', 'Customer Retention', 'Brand Management', 'Customer Loyalty', 'Strategy', 'Leadership', 'Communication', 'Management', 'Relationship Building ', 'Strategic Thinking', 'Strategic Planning']","['EMEA MarTech Product Lead', 'Interim Marketing Team Lead.', 'Interim Marketing Campaign Team Lead.', 'Travelling', 'Staples']","Im a Senior Marketeer with +18 years international experience across both traditional and Digital Marketing. Focused on customer centric planning, Marketing operations optimisation and Digital transformation, I'm also skilled in team leadership, cross functional and multi level stakeholder alignment and driving successful outcomes.Im a Senior Marketeer with +18 years international experience across both traditional and Digital Marketing. 
Focused on customer centric planning, Marketing operations optimisation and Digital transformation, I'm also skilled in team leadership, cross functional and multi level stakeholder alignment and driving successful outcomes.","['Leading Organisations And Change', 'Strategy In The Age Of Digital Disruption']"
55,"['Epidemiology', 'IBM SPSS', 'Academic Writing', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint', 'Critical Thinking', 'Communication', 'Stress Management', 'Time Management', 'Decision-Making', 'Teamwork', 'Epidemiology', 'Academic Writing', 'Stress Management', 'Time Management', 'IBM SPSS', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint', 'Critical Thinking', 'Communication', 'Decision-Making', 'Teamwork']","['InterUM, Maastricht University employment agency']","A Vietnamese undergraduate majoring in European Public Health and a graduate student majoring in Global Health. By looking at public health issues from developed systems' perspective, I look forward to utilising my knowledge to work on existing problems in developing societies. Along with the completion of my Bachelor study, I hope to continue this academic pathway and focus on social inequalities, disease prevention in companion with relevant ethical and social challenges in my upcoming Master’s degree.A Vietnamese undergraduate majoring in European Public Health and a graduate student majoring in Global Health. By looking at public health issues from developed systems' perspective, I look forward to utilising my knowledge to work on existing problems in developing societies. Along with the completion of my Bachelor study, I hope to continue this academic pathway and focus on social inequalities, disease prevention in companion with relevant ethical and social challenges in my upcoming Master’s degree.

 
              ","['Master of Medical Science, Global Health', 'Exchange Semester, International Development']"
56,"['Research', 'Political Science', 'Environmental Policy', 'International Relations', 'Sustainable Development', 'Geographic Information Systems (GIS)', 'SPSS', 'LexisNexis', 'Customer Service', 'Teamwork', 'English', 'French', 'Environmental Governance', 'Youth Leadership', 'Environmental Politics', 'Qualitative & Quantitative Research Methodologies', 'Policy Research', 'Research', 'Political Science', 'Environmental Policy', 'International Relations', 'Sustainable Development', 'Customer Service', 'Environmental Governance', 'Youth Leadership', 'Environmental Politics', 'Qualitative & Quantitative Research Methodologies', 'Policy Research', 'Geographic Information Systems (GIS)', 'SPSS', 'LexisNexis', 'Teamwork', 'English', 'French']","['PHD Candidate', 'Consultant', 'Research Associate', 'Administrative Consultant', 'Research Assistant']",Academic background in Political Science and Environmental Governance. Interested in global governance and dedicated to the use of research and spatial planning to govern and solve challenges related to climate change.Academic background in Political Science and Environmental Governance. Interested in global governance and dedicated to the use of research and spatial planning to govern and solve challenges related to climate change.,"[""Master's degree, Political Science - Global Environmental Governance"", ""Bachelor's degree, Political Science""]"
57,"['Autism advocate', 'Neurodiversity inclusion', 'Disability Advocacy', 'Diversity & Inclusion', 'Digitilization', 'Strategic Partnerships', 'Analytics and Insights', 'Data Analysis', 'Client Relationship Management', 'Strategy', 'Product Portfolio Management', 'Product Management', 'Publishing', 'Product Development', 'Strategic Planning', 'Digital Publishing', 'Product Commercialization', 'New Product Development', 'Agile & Waterfall Methodologies', 'Project Management', 'Disability Advocacy', 'Diversity & Inclusion', 'Strategic Partnerships', 'Data Analysis', 'Client Relationship Management', 'Product Portfolio Management', 'Product Management', 'Publishing', 'Product Development', 'Digital Publishing', 'Agile & Waterfall Methodologies', 'Project Management', 'Change Management', 'Transformational Change', 'Business Development', 'Due Diligence', 'Mergers & Acquisitions (M&A)', 'Public Relations', 'Program Management', 'Digital Marketing', 'Software as a Service (SaaS)', 'Strategy', 'Strategic Planning', 'Communications']","['Elsevier', 'Member of Advisory Council', 'Editorial Board Member', 'Earlier career']","Straight-talking, pragmatic, results- & customer-focused general manager. Good at getting things done and a fan of the Agile mindset. Excellent stakeholder management skills across product, technology, sales & marketing teams. Well-practiced herder of cats. A confident, decisive, principled & culturally aware leader, experienced in working with diverse global teams. Embeds cultural & organisational change by defining and role modelling core principles, & by using influencing skills to engage employees across functions into multi-disciplinary teams. Open communication style and good at forging trusting relationships with (internal) customers, clients, governments, KOLs & academics.Strong track record of aligning business objectives with identified market opportunities to create strategic business competencies, both cultural and product, that provide a defensible competitive advantage. A subject-matter expert in creating actionable insights from big data.Specialities:✹Transformation ✹Change Management ✹Organisational change ✹Team Culture ✹Agile Mindset & Way of Working ✹Agile & Waterfall Project Management ✹Personal Development ✹Diversity & Inclusion ✹Disability Enablement ✹Communications ✹Strategic Development & Direction Setting ✹Leadership ✹Analytics & Insights ✹Strategic Alliances ✹New Business Development ✹New Product Development ✹Go-to-Market Strategies ✹Big Data Analytics ✹Mergers & Acquisitions ✹Research Intelligence ✹B2B SaaS ✹Public Relations (PR)Straight-talking, pragmatic, results- & customer-focused general manager. Good at getting things done and a fan of the Agile mindset. Excellent stakeholder management skills across product, technology, sales & marketing teams. Well-practiced herder of cats. 

A confident, decisive, principled & culturally aware leader, experienced in working with diverse global teams. Embeds cultural & organisational change by defining and role modelling core principles, & by using influencing skills to engage employees across functions into multi-disciplinary teams. Open communication style and good at forging trusting relationships with (internal) customers, clients, governments, KOLs & academics.

Strong track record of aligning business objectives with identified market opportunities to create strategic business competencies, both cultural and product, that provide a defensible competitive advantage. A subject-matter expert in creating actionable insights from big data.

Specialities:
✹Transformation ✹Change Management ✹Organisational change ✹Team Culture ✹Agile Mindset & Way of Working ✹Agile & Waterfall Project Management ✹Personal Development ✹Diversity & Inclusion ✹Disability Enablement ✹Communications ✹Strategic Development & Direction Setting ✹Leadership ✹Analytics & Insights ✹Strategic Alliances ✹New Business Development ✹New Product Development ✹Go-to-Market Strategies ✹Big Data Analytics ✹Mergers & Acquisitions ✹Research Intelligence ✹B2B SaaS ✹Public Relations (PR)

 
              ","['DPhil, Immunology', 'Bachelor of Science - BS, Psychology']"
58,"['International Relations', 'French', 'English', 'Public Policy', 'European Union', 'Dutch', 'Writing', 'Policy', 'Editing', 'Strategy', 'Qualitative Research', 'Foreign Policy', 'International Relations', 'Public Policy', 'European Union', 'Policy', 'Editing', 'Qualitative Research', 'Foreign Policy', 'Writing', 'Strategy', 'French', 'English', 'Dutch']","['Assistant Professor Intelligence & Security', ""King's College London"", 'Lecturer', 'Teaching Fellow Royal College of Defence Studies', 'Assistant Attaché - Netherlands Mission to the UN']","Author of ""Crisis and Change in EU foreign policy"" (Manchester University Press, 2021) & ""Estimative Intelligence in European Foreign Policymaking"" (Edinburgh University Press, 2022).Visiting Research Fellow at War Studies, King's College London. King's Intelligence & Security Group.Author of ""Crisis and Change in EU foreign policy"" (Manchester University Press, 2021) & ""Estimative Intelligence in European Foreign Policymaking"" (Edinburgh University Press, 2022).

Visiting Research Fellow at War Studies, King's College London. King's Intelligence & Security Group.","['Doctor of Philosophy - PhD, International Relations', 'Master, European Affairs, major in Economics & Business']"
59,"['Teaching English as a Foreign Language', 'Online Tutoring', 'Treasury Accounting', 'Derecho anglosajón', 'Common law', 'Contract law', 'Tort law', 'American legal studies', 'Tesorería', 'Inglés bilingüe', 'Teaching English as a Foreign Language', 'Online Tutoring', 'Treasury Accounting', 'Derecho anglosajón', 'Common law', 'Contract law', 'Tort law', 'Tesorería', 'Inglés bilingüe']","['Treasurer', 'English Tutor']","My name is Clara and I am an Honours Law student at the Vrije Universiteit Amsterdam. I am fascinated by the role of law in society and its impact on everyday life. I am keen to acquire an in-depth understanding of legal systems and the application of written laws, precedent and convention.At the age of 20, having lived in the United States, Spain, the United Kingdom and The Netherlands has opened my mind to diverse cultures, systems and, most importantly, different people. My international background and acquired communication skills therefore put me in good stead to connect and network with a wide array of individuals, businesses and organizations.  Being fully bilingual in English and Spanish opens doors to connect with more people and organizations and to understand different values and perspectives.My name is Clara and I am an Honours Law student at the Vrije Universiteit Amsterdam. I am fascinated by the role of law in society and its impact on everyday life. I am keen to acquire an in-depth understanding of legal systems and the application of written laws, precedent and convention.

At the age of 20, having lived in the United States, Spain, the United Kingdom and The Netherlands has opened my mind to diverse cultures, systems and, most importantly, different people. My international background and acquired communication skills therefore put me in good stead to connect and network with a wide array of individuals, businesses and organizations.  Being fully bilingual in English and Spanish opens doors to connect with more people and organizations and to understand different values and perspectives.

 
              ","['Bachelor of Laws - LLB, International and European Law', 'Bachelor of Laws - LLB, Derecho']"
60,"['Organoid culture', 'Immunohistochemistry', 'Cell Culture', 'CRISPR/Cas9', 'Phage display', 'Cell binding assay', 'ELISA', 'Molecular Cloning', 'PCR', 'PCR Primer Design', 'DNA isolation', 'RNA Isolation', 'Transfection', 'Western Blotting', 'Gel Electrophoresis', 'qPCR', 'Laboratory Skills', 'Time Management', 'Teamwork', 'Social', 'Organoid culture', 'Immunohistochemistry', 'Cell Culture', 'CRISPR/Cas9', 'Phage display', 'ELISA', 'Molecular Cloning', 'PCR', 'PCR Primer Design', 'DNA isolation', 'RNA Isolation', 'Transfection', 'Western Blotting', 'Gel Electrophoresis', 'qPCR', 'Laboratory Skills', 'Time Management', 'Cashiering', 'Customer Service', 'Customer Satisfaction', 'Microsoft Word', 'Microsoft Office', 'Microsoft Excel', 'PowerPoint', 'Teamwork', 'Dutch', 'English']","['UMC Utrecht', 'Research Intern', 'Master Thesis Student', 'Research Intern at Department Cell Biology; Molecular Oncology group', 'Head cashier']","I am an enthusiastic, motivated and highly perseverant person. Through my travel experiences, my internship abroad and working in international laboratories I have learnt to easily adapt to new environments. These experiences have helped me develop social skills to work with colleagues and easily make friends in new places. My high determination, hands-on mentality and dedication stay up to date with current literature help me to work hard and efficiently in my job.I am an enthusiastic, motivated and highly perseverant person. Through my travel experiences, my internship abroad and working in international laboratories I have learnt to easily adapt to new environments. These experiences have helped me develop social skills to work with colleagues and easily make friends in new places. My high determination, hands-on mentality and dedication stay up to date with current literature help me to work hard and efficiently in my job.","['Master of Science (MSc), Molecular and Cellular Life Sciences', 'Bachelor of Applied Science (BASc), Biology & Medical Laboratory Research']"
61,"['C#', 'Genome sequencing', 'immunology', 'Bioinformatics', 'Molecular Biology', 'eQTL mapping', 'RNAseq data analysis', 'Microarray Analysis', 'R', 'Python', 'Cancer Research', 'Ageing research', 'recombinant DNA technology', 'Genetics', 'Pipeline Construction', 'Statistics for modern lifesciences', 'Object Oriented Software', 'PCR', 'Biochemistry', 'Analitical chemistry', 'Genome sequencing', 'immunology', 'Bioinformatics', 'Molecular Biology', 'Microarray Analysis', 'Cancer Research', 'recombinant DNA technology', 'Genetics', 'Pipeline Construction', 'Object Oriented Software', 'PCR', 'Biochemistry', 'Biotechnology', 'Statistics', 'Mathlab', 'Datamanagement', 'C#', 'R', 'Python', 'ASP.NET', 'PHP', 'AJAX', 'JavaScript', 'XML', 'Microsoft SQL Server', 'MySQL', 'Joomla', 'Wordpress']","['Software developer Bioinformatics', 'Softwareengineer / owner', 'PHD Student - Genetic epidemiology', 'Msc thesis:Elements that modify transcription of targets downstream of let-60 in Caenorhabditis eleg', 'Msc Internship: The mRNA landscape of the DNA damage response in mouse embryonic stem cells']","My skills are developed in big data analysis, molecular biology and analytical chemistry, software programming and image editing. Those big data analysis skills were developed during my Masters and PhD study and include high performance computing, population genomics, quantitative genetics, gene expression analysis, allele specific expression analysis, pathway analysis and eQTL-mapping analysis. I also have hands-on lab experience with molecular biology and analytical chemistry.My software programming skills have developed over many years and are among others: Statistical programming in R and Python, Linux bash script, C#, PhP, HTML, Javascript, jQuery, CSS as well as managing MYSQL and Microsoft SQLserver databases. In the past five years I have worked frequently with image editing softwares: photoshop, illustrator and 3D modeling software Blender.My skills are developed in big data analysis, molecular biology and analytical chemistry, software programming and image editing. Those big data analysis skills were developed during my Masters and PhD study and include high performance computing, population genomics, quantitative genetics, gene expression analysis, allele specific expression analysis, pathway analysis and eQTL-mapping analysis. I also have hands-on lab experience with molecular biology and analytical chemistry.

My software programming skills have developed over many years and are among others: Statistical programming in R and Python, Linux bash script, C#, PhP, HTML, Javascript, jQuery, CSS as well as managing MYSQL and Microsoft SQLserver databases. In the past five years I have worked frequently with image editing softwares: photoshop, illustrator and 3D modeling software Blender.

 
              ","['Doctor of Philosophy student - PhD student, Genetic Epidemiology', 'Master of Science (MSc), Bioinformatics and systems biology']"
62,"['International Relations', 'Diplomacy', 'Cultural Diplomacy', 'Public Diplomacy', 'Global Politics', 'Politics', 'English', 'Dutch', 'Teaching', 'Microsoft Office', 'Political Science', 'Intercultural Communication', 'Policy Analysis', 'Research', 'Project Management', 'Organization Skills', 'French', 'Trade promotion', 'Government', 'Event Planning', 'International Relations', 'Diplomacy', 'Cultural Diplomacy', 'Public Diplomacy', 'Global Politics', 'Politics', 'Teaching', 'Political Science', 'Intercultural Communication', 'Policy Analysis', 'Research', 'Project Management', 'Trade promotion', 'Government', 'Event Planning', 'Event Management', 'Internationalization', 'Networking', 'Microsoft Office', 'Organization Skills', 'English', 'Dutch', 'French']","['Advisor foreign direct investment', 'Active member', 'Douane Nederland', 'Project manager Expertisecentrum Missies', 'Project Officer Monitoring and Evaluation']","I help companies establish their business in The Netherlands: with free and confidential advice, tailor-made assistance, and useful network connections.Oost NL offers a free soft landing programme for business expansion in east Netherlands, which I can tell you all about. You won't find a better deal!I help companies establish their business in The Netherlands: with free and confidential advice, tailor-made assistance, and useful network connections.
Oost NL offers a free soft landing programme for business expansion in east Netherlands, which I can tell you all about. You won't find a better deal!","['Master of Arts (MA), International Relations', 'Summer Course, Urban Geography']"
63,"['Real Estate Private Equity', 'Real Estate Investment Trust (REIT)', 'Security Analysis (Securities)', 'English', 'Microsoft PowerPoint', 'Microsoft Excel', 'Analytical Skills', 'Securities', 'Private Equity', 'Equity Research', 'Financial Modeling', 'Investment Banking', 'Financial Analysis', 'Commercial Real Estate', 'Financial Statements', 'Portfolio Management', 'Business Valuation', 'Microsoft Office', 'Equity Valuation', 'Financial Statement Analysis', 'Real Estate Private Equity', 'Real Estate Investment Trust (REIT)', 'Security Analysis (Securities)', 'Securities', 'Private Equity', 'Equity Research', 'Financial Modeling', 'Investment Banking', 'Financial Analysis', 'Commercial Real Estate', 'Financial Statements', 'Portfolio Management', 'Business Valuation', 'Equity Valuation', 'Financial Statement Analysis', 'Fundamental Analysis', 'Buy-side', 'Value Investing', 'Valuation Modeling', 'Real Estate Investment', 'Microsoft PowerPoint', 'Microsoft Excel', 'Microsoft Office', 'Analytical Skills', 'English']","['LaSalle Investment Management', 'Analyst']","Brenden is a Senior Equity Research Analyst within LaSalle Investment Management's Securities team. He currently leads the team's global research coverage of all listed Life Science, Office and Diversified Real Estate companies. In prior roles he has covered listed real estate companies in the United Kingdom, European Residential, US office and US data centers. Brenden is a recipient of the LaSalle Beyond award for outstanding performance and has been a CFA® charterholder since 2014. Prior to LaSalle, he worked as an analyst at Interactive Brokers Group, LLC. Brenden holds a Bachelors of Business Administration in Finance from Loyola University Maryland.Brenden is a Senior Equity Research Analyst within LaSalle Investment Management's Securities team. He currently leads the team's global research coverage of all listed Life Science, Office and Diversified Real Estate companies. In prior roles he has covered listed real estate companies in the United Kingdom, European Residential, US office and US data centers. 

Brenden is a recipient of the LaSalle Beyond award for outstanding performance and has been a CFA® charterholder since 2014. Prior to LaSalle, he worked as an analyst at Interactive Brokers Group, LLC. Brenden holds a Bachelors of Business Administration in Finance from Loyola University Maryland.

 
              ","['Bachelor of Business Administration - BBA, Finance, General', '2008 - 2008']"
64,"['FSC', 'Certification', 'Compliance', 'Foreign Languages', 'International Relations', 'Communication', 'Intercultural Awareness', 'Microsoft Office', 'Focus Groups', 'Semi-structured Interviews', 'Survey Design', 'Knowledge Sharing', 'Qualitative Research', 'Questionnaires', 'Qualitative Data', 'Microsoft Excel', 'Microsoft Project', 'Google Analytics', 'donor reporting', 'Projectmanagement', 'Foreign Languages', 'International Relations', 'Intercultural Awareness', 'Focus Groups', 'Semi-structured Interviews', 'Survey Design', 'Qualitative Research', 'Questionnaires', 'Qualitative Data', 'donor reporting', 'Projectmanagement', 'Budgetbewaking', 'Corporate Social Responsibility', 'Sustainability Reporting', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Project', 'Google Analytics', 'Communication', 'Knowledge Sharing']","['ESG Officer', 'Avy', 'Board Member', 'Global Reporting Initiative (GRI)', 'Programme Management Intern for the Regional Office for Asia and the Pacific']",nan,"['Master, International Public Management', 'Bachelor, Political Science']"
65,"['Networking', 'New Business Development', 'Market Analysis', 'Government', 'Entrepreneurship', 'Event Management', 'International Relations', 'Dutch', 'International Trade', 'English', 'Diplomacy', 'Time Management', 'Building Relationships', 'International Economics', 'Project Management', 'International Business', 'Management Consulting', 'Business Strategy', 'Change Management', 'International Sales', 'Networking', 'New Business Development', 'Market Analysis', 'Government', 'Entrepreneurship', 'Event Management', 'International Relations', 'International Trade', 'Diplomacy', 'Time Management', 'International Economics', 'Project Management', 'International Business', 'Management Consulting', 'Business Strategy', 'Change Management', 'International Sales', 'Business Development', 'Policy', 'Project Planning', 'Building Relationships', 'Leadership', 'Management', 'Strategy', 'Dutch', 'English', 'German']","['City of Amsterdam', 'Project Manager Internationalisation Urban Solutions', 'Elected member of the Manchester Consular Association committee', 'Chief Representative/Managing Director', 'EVD']","Specialties:  building cooperation networks within complex, international environments; practical, entrepreneurial with strong planning, operational and mentoring skills.Specialties:  building cooperation networks within complex, international environments; practical, entrepreneurial with strong planning, operational and mentoring skills.","['Master Degree in Law (LL.M), Law', 'Bachelor Degree in Law (LL.B), Law']"
66,"['Leiderschap', 'Teamwork', 'Luchtvaart', 'Presentatievaardigheden', 'Logistiek', 'Risk management', 'Luchtvaartmaatschappijen', 'Luchthavens', 'Human Factors', 'VBA', 'Luchtvaart', 'Presentatievaardigheden', 'Logistiek', 'Risk management', 'Luchtvaartmaatschappijen', 'Luchthavens', 'Human Factors', 'VBA', 'Leiderschap', 'Teamwork']","['Second Officer B777/787', 'Communications Officer', 'News Editor', 'Night Receptionist', 'A.S.Z.V. SPONS']","I am a pro-active and motivated pilot that enjoys learning new skills and who has researched international leadership practices next to the Bachelor of Science in Aviation Logistics. Published co-author of 'Localising Leadership', a management book written in cooperation with the Amsterdam University of Applied Sciences for the Cross-Cultural Business Skills series.I am a pro-active and motivated pilot that enjoys learning new skills and who has researched international leadership practices next to the Bachelor of Science in Aviation Logistics. Published co-author of 'Localising Leadership', a management book written in cooperation with the Amsterdam University of Applied Sciences for the Cross-Cultural Business Skills series.","['Airline Transport Pilot Licence, ATPL-A', 'International Leadership Research, Cross Cultural Business Skills minor']"
67,"['Google Analytics', 'Google Tag Manager', 'Google Ads', 'Hubspot', 'Google Tag Manager', 'Google Analytics', 'Google Ads', 'Hubspot']","['Sales Development Representative', 'E-com Consultant', 'Growth Marketer', 'Growth Hacking Trainee', 'Marketing Assistant & Customer Success Agent']","Sales Developer for the Benelux market at Voyado. We are the go-to solution for retailers to personalize their customer experience both online and in stores. Extremely easy to use and handles your company's CDP/marketing automation & communication, and loyalty, all in one place!Before Voyado I worked as a growth marketer and project manager in both the retail industry & creator economy. Skills & Interests:- Growth marketing- Sales- SAAS- (Extreme) SportsSales Developer for the Benelux market at Voyado. We are the go-to solution for retailers to personalize their customer experience both online and in stores. Extremely easy to use and handles your company's CDP/marketing automation & communication, and loyalty, all in one place!

Before Voyado I worked as a growth marketer and project manager in both the retail industry & creator economy. 

Skills & Interests:

- Growth marketing
- Sales
- SAAS
- (Extreme) Sports

 
              ","['Master of Science- MS, Management of Innovation', 'Bachelor of Science - BS , International Business ']"
68,"['Social Networking', 'Business Development', 'Sales', 'Event Management', 'Tourism', 'Hotels', 'Public Relations', 'Consulting', 'Event Planning', 'Project Delivery', 'Human Resources', 'Customer Relationship Management (CRM)', 'Business Intelligence', 'Integration', 'Social Media', 'Enterprise Resource Planning (ERP)', 'Business Analysis', 'Recruiting', 'Strategy', 'Information Technology', 'Social Networking', 'Business Development', 'Sales', 'Event Management', 'Tourism', 'Hotels', 'Public Relations', 'Consulting', 'Event Planning', 'Project Delivery', 'Human Resources', 'Customer Relationship Management (CRM)', 'Business Intelligence', 'Integration', 'Social Media', 'Enterprise Resource Planning (ERP)', 'Business Analysis', 'Recruiting', 'Information Technology', 'Account Management', 'SAP', 'Salesforce.com', 'SAP Products', 'SAP ERP', 'Strategy', 'Decision-Making', 'Management']","['Account Development Consultant - Middle East', 'Head of Tech Training & Community - Business development ', 'Global Enterprise Partners', 'Travel Manager - luxury concierge services ']","Hexagon empowers you to construct and operate more profitable, safe and sustainable industrial facilities. Put your data to work through actionable insights that enable better decision-making and intelligence across the lifecycle of your industrial projects and assets.Hexagon empowers you to construct and operate more profitable, safe and sustainable industrial facilities. Put your data to work through actionable insights that enable better decision-making and intelligence across the lifecycle of your industrial projects and assets.","[""Bachelor's Degree, International Tourism Management with Business"", 'Travel and Tourism , Tourism and Travel Services Management']"
69,"['Business Strategy', 'Strategic Planning', 'Public Relations', 'Marketing Strategy', 'Strategy', 'Team Building', 'Forecasting', 'Management', 'Mergers & Acquisitions', 'New Business Development', 'Sales', 'Negotiation', 'Banking', 'Leadership', 'Business Planning', 'Customer Satisfaction', 'Sales Management', 'Team Management', 'Competitive Analysis', 'Sportswear', 'Business Strategy', 'Public Relations', 'Marketing Strategy', 'Team Building', 'Forecasting', 'Mergers & Acquisitions', 'New Business Development', 'Sales', 'Banking', 'Business Planning', 'Customer Satisfaction', 'Sales Management', 'Competitive Analysis', 'Sportswear', 'International Business', 'Sales Operations', 'Account Management', 'Operations Management', 'Sporting Goods Industry', 'Marketing', 'Strategic Planning', 'Strategy', 'Management', 'Negotiation', 'Leadership', 'Team Management', 'Team Leadership']","['Head of Strategy & New Business', 'Interim General Manager', 'Dobotex - PUMA SE Group', 'Puma Hellas S.A', 'General Manager, own business']","Specialties: strategic planning, strategic management, negotiation, leadership, team-building, business development, Specialties: strategic planning, strategic management, negotiation, leadership, team-building, business development,","['Master of Science (MSc), Investment Management', 'Professional Diploma and Certification, Accounting']"
70,"['Analytisch denkvermogen', 'Oil', 'Business Strategy', 'Financial Management', 'Change Management', 'Business Planning', 'Inspection', 'Pipelines', 'Offshore', 'Managerial Finance', 'Petroleum', 'Offshore Drilling', 'NDT', 'Project Planning', 'Energy', 'Gas', 'Corrosion', 'Petrochemical', 'Refinery', 'Onshore', 'Oil', 'Business Strategy', 'Financial Management', 'Change Management', 'Business Planning', 'Inspection', 'Pipelines', 'Managerial Finance', 'Petroleum', 'Offshore Drilling', 'NDT', 'Project Planning', 'Energy', 'Gas', 'Corrosion', 'Petrochemical', 'Refinery', 'Onshore', 'Oil & Gas Industry', 'LNG', 'Strategy', 'People Management', 'Team Leadership', 'Leadership', 'Management', 'Strategic Planning', 'Offshore']","['Director Of Operations', 'Sabbatical', ""Lloyd's Register"", 'Global Director Industrial Services', 'Applus RTD']",Senior executive who is result driven and has a passion for people and processes. Fast experience in operations coupled with a strong financial background. The knowlegde I have gathered in my 40 years of work experiance across industries has provided me with the tools to manage and motivate teams across cultures and different levels with-in organizations. The red lining throughout my career has been services in the B2B scene and working towards total client deligth. Senior executive who is result driven and has a passion for people and processes. Fast experience in operations coupled with a strong financial background. The knowlegde I have gathered in my 40 years of work experiance across industries has provided me with the tools to manage and motivate teams across cultures and different levels with-in organizations. The red lining throughout my career has been services in the B2B scene and working towards total client deligth.,"['Master of Business Administration (MBA)', 'Bachelor, SPD Bachelor degree Business Administration.']"
71,"['Sales', 'Market Research', 'International Business Experience', 'Marketing', 'International Relations', 'Marketing Strategy', 'Marketing Communications', 'B2B', 'Business Development', 'Teamwork', 'Analysis', 'Management', 'International Business', 'Finance', 'International Sales', 'Strategy', 'Business Strategy', 'English', 'Sales', 'Market Research', 'International Business Experience', 'Marketing', 'International Relations', 'Marketing Strategy', 'Marketing Communications', 'B2B', 'Business Development', 'International Business', 'Finance', 'International Sales', 'Business Strategy', 'Teamwork', 'Analysis', 'Management', 'Strategy', 'English']","['Regulatory Associate', 'Natural cosmetic formulator & compliance administrator', 'Business Development Manager BeNeLux & DACH', 'Export Sales Nordic', 'Business Development Manager DACH']",nan,"['2019 - 2020', 'Bachelor of Commerce (B.Com.), International Business']"
72,"['Software Development', 'Construction Management', 'Marine Engineering', 'Project Coordination', 'Construction', 'Wind Energy', 'Project Management', 'Oil and Gas Drilling', 'Research and Development (R&D)', 'Research Skills', 'Quality Assurance', 'Online Research', 'Data Analysis', 'Analytical Skills', 'Inspection', 'Subsea Engineering', 'Pipelines', 'Petroleum', 'Oil & Gas', 'Gas', 'Software Development', 'Construction Management', 'Marine Engineering', 'Project Coordination', 'Construction', 'Wind Energy', 'Project Management', 'Oil and Gas Drilling', 'Research and Development (R&D)', 'Research Skills', 'Quality Assurance', 'Online Research', 'Data Analysis', 'Inspection', 'Subsea Engineering', 'Pipelines', 'Petroleum', 'Oil & Gas', 'Gas', 'Offshore Software Development', 'Microsoft Word', 'Microsoft Excel', 'Linux', 'Linux Server', 'Windows Server', 'Geographic Information Systems (GIS)', 'Analytical Skills']","['Self Employed', 'Research and Development Manager', 'Project Engineer']",nan,"['Bachelor of Built Enviroment, Civil Engineering', 'VWO, Math and Science']"
73,"['Experimental Research', 'R (Programming Language)', 'Data Analysis', 'Critical Thinking', 'Communication', 'Team Management', 'Research', 'Project Management', 'Experimental Research', 'Data Analysis', 'Research', 'Project Management', 'R (Programming Language)', 'Critical Thinking', 'Communication', 'Team Management']","['University of Greenwich', 'University of Groningen', 'Student Research Assistant (Hilfswissenschaftler)', 'Research Intern', 'Assistant Teacher']",nan,"['Doctor of Philosophy - PhD, Applied Linguistics', 'Doctor of Philosophy - PhD, Linguistics']"
