,skills,positions,about,degree
102,"['Leadership', 'Teamwork', 'Team Coordination', 'Inventory Management', 'Stakeholder Engagement', 'Applicant Tracking Systems', 'Project Planning', 'Quality Assurance', 'Training', 'Employee Training', 'Recruiting', 'Customer Service', 'Interpersonal Skills', 'Management', 'Team Building', 'Lingua inglese', 'Rapporti con i clienti', 'Problem solving', 'Comunicazione', 'Lavoro di squadra', 'Inventory Management', 'Stakeholder Engagement', 'Project Planning', 'Quality Assurance', 'Training', 'Employee Training', 'Recruiting', 'Customer Service', 'Team Building', 'Project Management Software', 'Career Management', 'Time Management', 'Project Management', 'Project Communications', 'Budget Development', 'Agile Project Management', 'Stakeholder Management', 'Applicant Tracking Systems', 'Asana', 'Leadership', 'Teamwork', 'Team Coordination', 'Interpersonal Skills', 'Management', 'Problem solving', 'Team Collaboration', 'Active Listening', 'Workload Prioritization']","['Just Eat Takeaway.com', 'Bar manager', 'Lead Host']","I'm an international professional who has spent her last few years between Italy, the USA, and The Netherlands. Throughout my diverse experiences, I developed my adaptability skills, allowing me to learn fast in every new situation. In my last work experience, I focused on Project Management, learning the basics of Agile working and how to launch a product on a global scale.What motivates me deeply is the everyday connection with different people, I love to engage with diverse stakeholders and to be able to transform a group into a team. I am a firm believer that, although human interactions can be challenging, the best way to create a thriving team and a great outcome is by valuing the unique skillset that each person has. In each workplace, I bring not only my hard skills but also an upbeat and friendly attitude. I believe in the importance of creating a positive and inclusive work environment, and I try to apply this in my everyday work life.I'm an international professional who has spent her last few years between Italy, the USA, and The Netherlands. 

Throughout my diverse experiences, I developed my adaptability skills, allowing me to learn fast in every new situation. In my last work experience, I focused on Project Management, learning the basics of Agile working and how to launch a product on a global scale.

What motivates me deeply is the everyday connection with different people, I love to engage with diverse stakeholders and to be able to transform a group into a team. I am a firm believer that, although human interactions can be challenging, the best way to create a thriving team and a great outcome is by valuing the unique skillset that each person has. 

In each workplace, I bring not only my hard skills but also an upbeat and friendly attitude. I believe in the importance of creating a positive and inclusive work environment, and I try to apply this in my everyday work life.

 
              ","[""Bachelor's degree studies, Geology"", 'Diploma di maturità, Liceo classico']"
103,"['User Experience', 'Product Management', 'Agile Methodologies', 'Knowledge Management', 'Project Management', 'Strategic Planning', 'Product Development', 'Business Strategy', 'Market Research', 'Data Analysis', 'Scrum', 'Kanban', 'Strategy', 'Requirements Analysis', 'Requirements Gathering', 'Design Thinking', 'Teamwork', 'Team Leadership', 'Public Speaking', 'Stakeholder Management', 'User Experience', 'Product Management', 'Agile Methodologies', 'Knowledge Management', 'Project Management', 'Product Development', 'Business Strategy', 'Market Research', 'Data Analysis', 'Scrum', 'Kanban', 'Requirements Analysis', 'Requirements Gathering', 'Stakeholder Management', 'Cross-functional Team Leadership', 'IT Project & Program Management', 'Digital Innovation', 'Business Analysis', 'Digital Transformation', 'Strategic Planning', 'Strategy', 'Design Thinking', 'Teamwork', 'Team Leadership', 'Public Speaking', 'Leadership', 'Management']","['Co-Founder', 'Senior Consultant', 'Consultant', 'Product and Knowledge Manager', 'Cisco']","Senior Product Manager specialized in software data and information products with 6+ years experience. Passionate, perseverant, savvy and visionary when creating new products and services. Having a pivotal role at the interface between new technology, process and knowledge.Skills: Ideation Workshops/UX research, Market Research and Analysis, Project Plan, Personas, User Stories, Use cases, Business and Requirements, Data Analysis, KPIs, OKRs, Roadmap, Wireframes, Mock-ups, Prototyping, User Testing, Go-to-market strategy, Launch Plan, A/B testing, MVP, MVS | Methods: agile project, product, service and knowledge management, agile delivery (sprints), UX/usability research and testing, service design | Tools: Miro, InVision, Trello, Jira, Office 365, MS suite and more | Industries: Legal Tech, Clean and Environmental TechGet in touch at marta.ottogalli@gmail.comSenior Product Manager specialized in software data and information products with 6+ years experience. Passionate, perseverant, savvy and visionary when creating new products and services. Having a pivotal role at the interface between new technology, process and knowledge.

Skills: Ideation Workshops/UX research, Market Research and Analysis, Project Plan, Personas, User Stories, Use cases, Business and Requirements, Data Analysis, KPIs, OKRs, Roadmap, Wireframes, Mock-ups, Prototyping, User Testing, Go-to-market strategy, Launch Plan, A/B testing, MVP, MVS | Methods: agile project, product, service and knowledge management, agile delivery (sprints), UX/usability research and testing, service design | Tools: Miro, InVision, Trello, Jira, Office 365, MS suite and more | Industries: Legal Tech, Clean and Environmental Tech

Get in touch at marta.ottogalli@gmail.com

 
              ","['Master of Research (MReS), AI & Sustainability', 'Bachelor of Laws (LLB), Law']"
104,"['Project management', 'Organizzazione eventi', 'Fundraising', 'Pianificazione strategica', ""Storia dell'arte"", ""Mostre d'arte"", 'Scrittura accademica', 'Social media', 'Ricerca', 'Pubbliche relazioni', 'Gestione eventi', 'Project planning', 'Social media marketing', 'Tabelle pivot', 'Analisi dei dati', 'Strategia', 'Progettazione', 'Pianificazione operativa', 'Arte contemporanea', 'Videogiochi', 'Project management', 'Organizzazione eventi', 'Fundraising', ""Storia dell'arte"", ""Mostre d'arte"", 'Scrittura accademica', 'Social media', 'Ricerca', 'Pubbliche relazioni', 'Gestione eventi', 'Project planning', 'Social media marketing', 'Tabelle pivot', 'Analisi dei dati', 'Progettazione', 'Pianificazione operativa', 'Arte contemporanea', 'Videogiochi', 'Musei', ""Strategia d'impresa"", 'Sistemi operativi', 'Prezi', 'PowerPoint', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Windows', 'Microsoft Office', 'Photoshop', 'WordPress', 'Pianificazione strategica', 'Strategia', 'Public speaking', 'Problem solving', 'Leadership', 'Management', 'Lavoro di squadra', 'Team leadership', 'Comunicazione', 'English']","['Project Manager', 'Consultant', 'Cultural Consultant', 'Custody and hospitality services operator', 'Museum guide']","A curious, energic and positive person, constantly trying to develop his skills to boost his professional development. I love working in a team as well as developing innovative projects and ideas. A curious, energic and positive person, constantly trying to develop his skills to boost his professional development. 
I love working in a team as well as developing innovative projects and ideas.","[""Bachelor's degree, Creative Media and Game Technologies"", 'Master di Specializzazione | Arte e Cultura , Strategie di Marketing, Comunicazione e Fundraising']"
105,"['Gelijke beloning', 'beloning', 'Microsoft Excel', 'Scrum', 'Projectmanagement', 'HR-consultancy', 'Consultancy', 'Leiderschap', 'Presentatievaardigheden', 'Netwerken', 'Sociale media', 'Sales', 'Microsoft Office', 'Microsoft Word', 'PowerPoint', 'Klantenservice', 'Zakelijke samenwerking', 'Teamwork', 'Communicatie', 'Flexibele planning', 'Gelijke beloning', 'Scrum', 'Projectmanagement', 'HR-consultancy', 'Consultancy', 'Presentatievaardigheden', 'Netwerken', 'Sociale media', 'Sales', 'Klantenservice', 'Zakelijke samenwerking', 'Flexibele planning', 'Motiveren', 'Microsoft Excel', 'Microsoft Office', 'Microsoft Word', 'PowerPoint', 'Leiderschap', 'Teamwork', 'Communicatie', 'Samenwerking', 'Zakelijk Engels', 'Frans', 'Chinees']","['Korn Ferry', 'Network Officer', 'Consultant teamleider', 'Teamleader']","Driven by a desire to make the world a little better, I help clients solve their reward issues. Examples include Gender Pay and external competitiveness. I am young, ambitious and motivated to develop myself and others. I thrive on challenges and targets. I am currently expanding my knowledge around Total Rewards.Driven by a desire to make the world a little better, I help clients solve their reward issues. Examples include Gender Pay and external competitiveness. I am young, ambitious and motivated to develop myself and others. I thrive on challenges and targets. I am currently expanding my knowledge around Total Rewards.","[""Masters's degree, Political Science: International Relations and Transnational Governance"", ""Bachelor's degree, Political Science""]"
106,"['Microsoft Office', 'Mac OS', 'Translation', 'Fluent English', 'Spanish', 'Spanish translation', 'Intercultural Communication', 'Public Speaking', 'Organizing', 'Telephone Skills', 'MultiTerm', 'Exchange Programs', 'Subtitles', 'Cross-cultural Teams', 'Intercultural Awareness', 'English', 'German', 'Social Media', 'Customer Service', 'Copywriting', 'Translation', 'Spanish translation', 'Intercultural Communication', 'Telephone Skills', 'MultiTerm', 'Exchange Programs', 'Subtitles', 'Cross-cultural Teams', 'Intercultural Awareness', 'Social Media', 'Customer Service', 'Copywriting', 'Editing', 'Foreign Languages', 'Proofreading', 'Student Affairs', 'Microsoft Office', 'Mac OS', 'Public Speaking', 'Organization Skills', 'Teamwork', 'Communication', 'Interpersonal Communication', 'Fluent English', 'Spanish', 'English', 'German', 'Business English']","['International Relations Officer', 'Student Assistant', 'Student Assistant in the International Office', 'Intern']",nan,"['Master of Arts (MA), North American Studies', 'Bachelor of Arts (BA), Language Interpretation and Translation']"
107,"['Internationale organisaties', 'Human Security', 'Counterterrorisme', 'Publieke sector', 'Politiek', 'Writing', 'Teamwork', 'Interesse', 'Academisch schrijven', 'Internationale relaties', 'Zakelijk Engels', 'Internationale ontwikkeling', 'Spaans', 'Non-profitorganisaties', 'PowerPoint', 'Sociale media', 'Internationale organisaties', 'Human Security', 'Counterterrorisme', 'Publieke sector', 'Politiek', 'Academisch schrijven', 'Internationale relaties', 'Internationale ontwikkeling', 'Non-profitorganisaties', 'Sociale media', 'PowerPoint', 'Writing', 'Teamwork', 'Zakelijk Engels', 'Spaans']","['Ministerie van Buitenlandse Zaken', 'The West Wing Think Tank', 'Policy Advisor European Affairs ', 'Policy Officer International Trade', 'Contributor']","Diplomat in Training / Diplomatenklasje (IBBZ-2023) I am on the Board of Advisors of the West Wing, the official youth thinktank of the Dutch Ministry of Foreign Affairs. Here, I will supervise the functioning of the official youth think-tank of the Duch Ministry of Foreign Affairs. I have graduated from the MA programme Global History and International Relations at the Erasmus University in Rotterdam. My MA thesis focused on the historical development of the nuclear relationship between the United States and Iran since the 1950s, with a particular focus on the influence of track II diplomacy on the 2015 Nuclear Deal. During my BA in European Studies, which is a unique Interdisciplinary and International management programme for management level careers in both the public and private sector, I interned at the Euro-Gulf Information Centre in Rome. A International non-governmental organisation / think-tank in Rome. The organisation is focused on building bridges between members of the European Union and those of the Gulf-Cooperation Council and wider Middle East. I furhtermore participated in an Erasmus Exchange programme with the Metropolitan University in Prague where I followed both studied European Studies and International Relations.Diplomat in Training / Diplomatenklasje (IBBZ-2023) 


I am on the Board of Advisors of the West Wing, the official youth thinktank of the Dutch Ministry of Foreign Affairs. Here, I will supervise the functioning of the official youth think-tank of the Duch Ministry of Foreign Affairs. 

I have graduated from the MA programme Global History and International Relations at the Erasmus University in Rotterdam. My MA thesis focused on the historical development of the nuclear relationship between the United States and Iran since the 1950s, with a particular focus on the influence of track II diplomacy on the 2015 Nuclear Deal. 

During my BA in European Studies, which is a unique Interdisciplinary and International management programme for management level careers in both the public and private sector, I interned at the Euro-Gulf Information Centre in Rome. A International non-governmental organisation / think-tank in Rome. The organisation is focused on building bridges between members of the European Union and those of the Gulf-Cooperation Council and wider Middle East. I furhtermore participated in an Erasmus Exchange programme with the Metropolitan University in Prague where I followed both studied European Studies and International Relations.

 
              ","['Master of Arts - MA, Global History and International Relations', 'MSc elective, Sub-State Conflict']"
108,[],"['Netherlands Enterprise Agency (RVO)', 'Private Sector Development Analyst', 'Junior Associate', 'Junior Associate', 'Service']",nan,"[""Master's degree, North American Studies: Transnational America: Politics, Culture and Society"", 'Minor, Social Sciences']"
109,"['Apparel', 'Textiles', 'Fashion', 'Fashion Design', 'Merchandising', 'Sourcing', 'Trend Analysis', 'Textile Design', 'Graphic Design', 'Product Development', 'Textile Industry', 'Trend', 'Color Theory', 'Surface Pattern Design', 'Global Sourcing', 'Materials', 'Trend Research', 'Buying', 'Product Design', 'Forecasting', 'Apparel', 'Textiles', 'Fashion', 'Fashion Design', 'Merchandising', 'Sourcing', 'Trend Analysis', 'Textile Design', 'Graphic Design', 'Product Development', 'Textile Industry', 'Color Theory', 'Surface Pattern Design', 'Global Sourcing', 'Materials', 'Trend Research', 'Product Design', 'Forecasting', 'Product Management', 'Styling', 'Team Leadership', 'Strategy']","['Creative Business lecturer', 'Founder & Creative Director', 'Lecturer', 'Sustainable product- Senior developer', 'Materials manager European Liaison office']","Juxtaposed blend of corporate and creative professional , with a progressive career in apparel and fashion industry. •	Extensive International business experience worked in Mexico, United States and The Netherlands.•	Recognized strengths in leading and inspiring a team to achieve shared vision, goals and objectives, collaborating both as team leader and a team member.•	Strong creative skills with commercial awareness,able to create & develop new ideas, pertaining to the consumer, brand, product and process. Both a creative  and a business oriented mind.•	Strong understanding in brand strategies and global initiatives implementation.Natural leader, dynamic, driven and determined personality with an enthusiastic and positive attitude, with strong sense of mentorship and collaboration.Juxtaposed blend of corporate and creative professional , with a progressive career in apparel and fashion industry. 

•	Extensive International business experience worked in Mexico, United States and The Netherlands.
•	Recognized strengths in leading and inspiring a team to achieve shared vision, goals and objectives, collaborating both as team leader and a team member.
•	Strong creative skills with commercial awareness,able to create & develop new ideas, pertaining to the consumer, brand, product and process. Both a creative  and a business oriented mind.
•	Strong understanding in brand strategies and global initiatives implementation.

Natural leader, dynamic, driven and determined personality with an enthusiastic and positive attitude, with strong sense of mentorship and collaboration.","['Master In Brand Ideation and Brand Management, Fashion Management', 'Post graduate degree MA level, Strategic management & Business development']"
110,[],['HRC International'],"Founded in 1995, HRC International is one of the leading training and career development organizations for the hospitality industry. With offices in the Netherlands, United States and Bulgaria and partnership offices around the world, HRC provides life-changing career experiences for young hospitality professionals around the world. More than 3,000 HRC alumni have already experienced life-changing career opportunities at some of the finest hotels around the world.Specialties: Training and career development, J-1 visa regulations, international networking, customer service, recruiting, career counseling.Founded in 1995, HRC International is one of the leading training and career development organizations for the hospitality industry. With offices in the Netherlands, United States and Bulgaria and partnership offices around the world, HRC provides life-changing career experiences for young hospitality professionals around the world. More than 3,000 HRC alumni have already experienced life-changing career opportunities at some of the finest hotels around the world.

Specialties: Training and career development, J-1 visa regulations, international networking, customer service, recruiting, career counseling.

 
              ","['Master of Science (MSc), International Business, track Organization', 'International Business']"
111,[],"['Talent Acquisition Specialist', 'Associate', 'Waitress', 'Marketing Intern', 'Barista']","Having studied Small Business & Entrepreneurship, I enjoy learning and thinking about the strategic and managerial challenges the ever-changing business world brings. As a loyal, commercially aware fast learner, with broad knowledge of business-related fields, I aspire to work and grow in a fast-paced environment.Having studied Small Business & Entrepreneurship, I enjoy learning and thinking about the strategic and managerial challenges the ever-changing business world brings. As a loyal, commercially aware fast learner, with broad knowledge of business-related fields, I aspire to work and grow in a fast-paced environment.","['MSc Small Business & Entrepreneurship , Business administration / Bedrijfskunde / Business management / Bedrijfsmanagement', 'Business administration / Bedrijfskunde / Business management / Bedrijfsmanagement']"
112,"['Dutch (native speaker), English (excellent), German (basic), French (basic)', 'Analytical', 'Research', 'Project Management', 'Writing', 'Leadership', 'Communication', 'Teaching', 'Intellectual Property', 'Data Governance', 'Data Analysis', 'Interpersonal Skills', 'Critical Thinking', 'Teamwork', 'Problem Solving', 'Agile Methodologies', 'Research', 'Project Management', 'Teaching', 'Intellectual Property', 'Data Governance', 'Data Analysis', 'Agile Methodologies', 'Analytical', 'Writing', 'Leadership', 'Communication', 'Interpersonal Skills', 'Critical Thinking', 'Teamwork', 'Problem Solving']","['Hoofd Dienstverlening', 'Advisor Digital Services Delft Municipal Archive', 'LexisNexis Intellectual Property', 'History Teacher', 'Consultant Project Leader']",A lot of people who know me describe me as intelligent and a hard worker. I always strive to do everything I do with a 100% of dedication. It’s important to me to develop myself in the broadest sense of the word and to keep setting new goals to reach for. In my work I always aim high; nevertheless there’s always room for a good conversation and a bit of humour.A lot of people who know me describe me as intelligent and a hard worker. I always strive to do everything I do with a 100% of dedication. It’s important to me to develop myself in the broadest sense of the word and to keep setting new goals to reach for. In my work I always aim high; nevertheless there’s always room for a good conversation and a bit of humour.,"['Master of Education - MEd, History', 'Master of Arts - MA, History']"
113,"['Oil/Gas', 'Energy', 'Engineering', 'Energy Industry', 'Renewable Energy', 'Project Management', 'Onshore', 'Project Engineering', 'Project Planning', 'Energy Management', 'Carbon Management', 'Carbon Footprinting', 'Carbon Finance', 'CDM', 'Kyoto Protocol', 'Oil & Gas', 'Business Strategy', 'Gas', 'Management', 'Change Management', 'Oil/Gas', 'Energy', 'Engineering', 'Energy Industry', 'Renewable Energy', 'Project Management', 'Onshore', 'Project Engineering', 'Project Planning', 'Energy Management', 'Carbon Management', 'Carbon Footprinting', 'Carbon Finance', 'CDM', 'Kyoto Protocol', 'Oil & Gas', 'Business Strategy', 'Gas', 'Change Management', 'Upstream', 'Management']","['LyondellBasell', 'Aramco Overseas Company B. V.', 'Project Engineer CCS', 'Consultant', 'Project Engineer']","An experienced professional and environmental enthusiast with both an engineering and management background, I have 10 years of experience in the development and implementation of sustainability and environmental programmes, with a particular focus on industry (energy, refining and chemicals). In this context, I have gained a strong expertise in the management of environmental and climate change projects in line with corporate strategy and operations. I have gained throughout my career an in-depth knowledge in the technical evaluation of international and European policy frameworks on climate change and environmental protection and their application in operations. Having spent the majority of my career in international companies, this experience has helped me to gain insight in different cultures as well as managing different stakeholders in my projects. Areas of expertise include strategy & concept development on research, technology and innovation, policy and regulatory framework assessment, sustainability and environmental reporting frameworks and mechanisms, market and competitive intelligence, life cycle assessments, development, coordination and management of projects on environmental management, energy and carbon footprint, and IP management. An experienced professional and environmental enthusiast with both an engineering and management background, I have 10 years of experience in the development and implementation of sustainability and environmental programmes, with a particular focus on industry (energy, refining and chemicals). In this context, I have gained a strong expertise in the management of environmental and climate change projects in line with corporate strategy and operations. I have gained throughout my career an in-depth knowledge in the technical evaluation of international and European policy frameworks on climate change and environmental protection and their application in operations. Having spent the majority of my career in international companies, this experience has helped me to gain insight in different cultures as well as managing different stakeholders in my projects. 

Areas of expertise include strategy & concept development on research, technology and innovation, policy and regulatory framework assessment, sustainability and environmental reporting frameworks and mechanisms, market and competitive intelligence, life cycle assessments, development, coordination and management of projects on environmental management, energy and carbon footprint, and IP management. 

 
              ","['Master, Environmental Engineering Technology/Environmental Technology', ""MSc, Diplôme d' Ingénieur""]"
114,"['Leadership', 'English', 'Editing', 'Social Media', 'Literature', 'Klantcontact', 'Teamwork', 'Copywriting', 'Editing', 'Social Media', 'Literature', 'Klantcontact', 'Copywriting', 'Leadership', 'Teamwork', 'English']","['Growth Manager', 'Content Specialist', 'Project Manager', 'Virtuagym']",nan,"['Master of Arts (M.A.), Writing, Editing and Mediating', 'Bachelor of Arts (B.A.), English Language and Culture']"
115,"['Engenharia', 'ISO (Organização Internacional para Padronização)', 'Chemical Engineering', 'Safety Engineering', 'HSE Management Systems', 'Microsoft Office', 'Engenharia química', 'Engineering', 'SAP ERP', 'Implementação SAP', 'Big data', 'Análise de dados', 'Safety Indicators', 'Sistema de Gestão de SSMA', 'Indicadores de S&S', 'Indicadores', 'R', 'Python', 'Shiny', 'SQL', 'Engenharia', 'ISO (Organização Internacional para Padronização)', 'Chemical Engineering', 'Safety Engineering', 'HSE Management Systems', 'Engenharia química', 'Engineering', 'Implementação SAP', 'Big data', 'Análise de dados', 'Machine Learning', 'Data Analysis', 'Data Visualization', 'Estatística', 'Modelagem de dados', 'Desenvolvimento de banco de dados', 'Apache Spark', 'SAP Lumira', 'Business Analytics', 'Microsoft Office', 'SAP ERP', 'R', 'Python', 'Shiny', 'SQL', 'Microsoft Excel', 'Banco de dados', 'Microsoft PowerPoint', 'Microsoft SQL Server', 'mySQL', 'MySQL', 'Tableau', 'SAP BI', 'Liderança de equipe', 'Liderança', 'Inglês']","['Philips Domestic Appliances', 'Data Science Senior Consultant', 'Senior Consultant - Data & Analytics', 'Data Scientist', 'Vale']","Based in Amsterdam with work-permit visa, I have a MBA in Business Analytics and Big Data along with 10 years of experience working with data analysis, data science focused on generating actionable insights for the business and clients. I worked for a large mining company in Brazil as well as large consulting firms.I consider myself a problem solver and passionate about framing business problems as data problems and also collecting and analysing data to drive decisions.Based in Amsterdam with work-permit visa, I have a MBA in Business Analytics and Big Data along with 10 years of experience working with data analysis, data science focused on generating actionable insights for the business and clients. I worked for a large mining company in Brazil as well as large consulting firms.
I consider myself a problem solver and passionate about framing business problems as data problems and also collecting and analysing data to drive decisions.

 
              ","['Bootcamp, Data Science', 'Master of Business Administration - MBA, Business Analytics and Big Data']"
116,"['R', 'Microsoft Excel', 'MySQL', 'Java', 'SPSS', 'Stata', 'HTML', 'CSS', 'Microsoft PowerPoint', 'Lindo', 'Social Network Analysis', 'Machine Learning', 'JavaScript', 'Microsoft Word', 'Git', 'Microsoft Power BI', 'Agile Methodologies', 'Microsoft Outlook', 'Microsoft Project', 'Lindo', 'Social Network Analysis', 'Machine Learning', 'Agile Methodologies', 'R', 'Microsoft Excel', 'MySQL', 'Java', 'SPSS', 'Stata', 'HTML', 'CSS', 'Microsoft PowerPoint', 'JavaScript', 'Microsoft Word', 'Git', 'Microsoft Power BI', 'Microsoft Outlook', 'Microsoft Project']","['Maastricht University', 'Graduate Research Assistant', 'Intern | Eurostat Coding Labs', 'Data Science Intern', 'Virtual Intern | Data Analytics Consulting']","Please refer to my personal website for the most up to date information: tonyhungry.github.io Tony of all trades: data expert, economist, research methodologist, environmental scientist, and part-time musician. Looking for opportunities where I could leverage my diverse skill set, multidisciplinary knowledge, and my worldly experiences (lived in Taiwan, Cape Town, Amsterdam, Paris, London, and Prague!).Please refer to my personal website for the most up to date information: tonyhungry.github.io 

Tony of all trades: data expert, economist, research methodologist, environmental scientist, and part-time musician. Looking for opportunities where I could leverage my diverse skill set, multidisciplinary knowledge, and my worldly experiences (lived in Taiwan, Cape Town, Amsterdam, Paris, London, and Prague!).

 
              ","['Master of Science - MS, Environmental Economics and Climate Change', 'Master of Science - MS, European Master in Official Statistics']"
117,"['Sociable', 'Creative', 'Ability for writing', 'Team worker', 'Time management', 'Persistent', 'Patient', 'Sympathetic', 'Assertive', 'Empathic', 'Time management', 'Sociable', 'Team worker']","['Spanish teacher for foreign people', 'Spanish teacher for foreign people', 'Spanish teacher for foreign people & founder', 'Spanish teacher as a foreign language | In - company course', 'Elementary Spanish teacher']","I could tell you: I have a bachelor's degree in Philology and a master's degree in Teaching Spanish as a Foreign Language. I could tell you that I am passionate about living abroad and  I adapt very well to international atmospheres (I lived in London and I am currently based in Amsterdam). I could go on to say, in a standard way, that I love teaching. But how boring, right? I am going to explain to you what it really is for me to be a teacher.⋙ Being a teacher means 𝙘𝙤𝙣𝙣𝙚𝙘𝙩𝙞𝙣𝙜: you need to create a solid bond with your students so that the needs of both parties are satisfied.⋙ Being a teacher also means 𝙚𝙣𝙩𝙚𝙧𝙩𝙖𝙞𝙣𝙞𝙣𝙜: you are the person who translates knowledge that already appears in books. Your students are there watching 𝘠𝘖𝘜, listening to 𝘠𝘖𝘜. Therefore, they deserve that you present this knowledge putting all your desire, your energy and your passion to give your best show. Each class is like a play and you are a key part of the performance.So for me the most important thing about being a teacher is not just accumulating degrees and knowledge to explain and show students how much we know. In fact, for me that is the base, a necessary percentage but not the main thing. The magic is in the 𝗛𝗢𝗪. How do you explain it?  How do you do it? How do you connect? How do you entertain?The subjects that we explain will always be similar, but every day is different because each student is different, unique and special. That is the real challenge and that is why I 𝘭𝘰𝘷𝘦 being a teacher. I can't imagine working on anything else: 𝘴𝘩𝘰𝘸 𝘮𝘶𝘴𝘵 𝘨𝘰 𝘰𝘯.I could tell you: I have a bachelor's degree in Philology and a master's degree in Teaching Spanish as a Foreign Language. I could tell you that I am passionate about living abroad and  I adapt very well to international atmospheres (I lived in London and I am currently based in Amsterdam). I could go on to say, in a standard way, that I love teaching. But how boring, right? I am going to explain to you what it really is for me to be a teacher.

⋙ Being a teacher means 𝙘𝙤𝙣𝙣𝙚𝙘𝙩𝙞𝙣𝙜: you need to create a solid bond with your students so that the needs of both parties are satisfied.
⋙ Being a teacher also means 𝙚𝙣𝙩𝙚𝙧𝙩𝙖𝙞𝙣𝙞𝙣𝙜: you are the person who translates knowledge that already appears in books. Your students are there watching 𝘠𝘖𝘜, listening to 𝘠𝘖𝘜. Therefore, they deserve that you present this knowledge putting all your desire, your energy and your passion to give your best show. Each class is like a play and you are a key part of the performance.

So for me the most important thing about being a teacher is not just accumulating degrees and knowledge to explain and show students how much we know. In fact, for me that is the base, a necessary percentage but not the main thing. The magic is in the 𝗛𝗢𝗪. How do you explain it?  How do you do it? How do you connect? How do you entertain?

The subjects that we explain will always be similar, but every day is different because each student is different, unique and special. That is the real challenge and that is why I 𝘭𝘰𝘷𝘦 being a teacher. I can't imagine working on anything else: 𝘴𝘩𝘰𝘸 𝘮𝘶𝘴𝘵 𝘨𝘰 𝘰𝘯.

 
              ","[""Master's degree, Spanish teaching as a foreign language"", 'Een cursus Nederlands NT2']"
118,"['Fashion', 'Leather', 'design', 'Product Development', 'Designs', 'Fashion Design', 'Sketching', 'Design Patterns', 'Pattern', 'Concept Development', 'Sewing', 'Handbags', 'Sourcing', 'Technical Design', 'Fashion design', 'Styling', 'Luxury Goods', 'Design', 'Fashion', 'Leather', 'design', 'Product Development', 'Designs', 'Fashion Design', 'Sketching', 'Design Patterns', 'Concept Development', 'Sewing', 'Sourcing', 'Technical Design', 'Fashion design', 'Styling', 'Luxury Goods', 'Design', 'Pattern', 'Handbags']","['Senior Product Developer, Ecco Leather Goods Unit', 'Visiting Lecturer, Bachelor and Masters, Accessories Design', 'Visiting Lecturer - Bachelor and Masters, Accessories Design', 'Visiting Lecturer at LCF - BA Fashion Bags + Accessories and CSM - BA Jewellery Design', 'Leather Accessories Craftsman, Lecturer in Bags and Accessories, Product Development Consultant']","Leather accessories artisan, product developer, consultant and tutor specialising in the creation of bespoke and ready-made luxury leather bags, small leather goods and fashion artefacts. Competent in the aspects of product development, prototyping, pattern cutting and manufacture. Over 24 years of experience in the high-end leather goods sector, having worked for brands such as Hermès and Tiffany & Co. Highly skilled in problem solving and achieving a harmonious transition from concept stage to finished product, with an absolute focus on ensuring the highest possible quality of execution. Passionate about sharing expertise through consultancy and by teaching skilful modern craftsmanship.Leather accessories artisan, product developer, consultant and tutor specialising in the creation of bespoke and ready-made luxury leather bags, small leather goods and fashion artefacts. Competent in the aspects of product development, prototyping, pattern cutting and manufacture. Over 24 years of experience in the high-end leather goods sector, having worked for brands such as Hermès and Tiffany & Co. Highly skilled in problem solving and achieving a harmonious transition from concept stage to finished product, with an absolute focus on ensuring the highest possible quality of execution. Passionate about sharing expertise through consultancy and by teaching skilful modern craftsmanship.

 
              ","['Master of Arts (MA), Fashion Artefact', 'Leather Goods Technology']"
