,hard_skills
186,"['Onderzoeksmethoden', 'Statistische', 'Diagnostische', 'Therapeutische', 'Neuropsychologie', 'Sociale']"
187,"['Onderzoeksmethoden', 'Statistische', 'Data-analyse', 'Klinische', 'Counseling', 'Kritisch']"
188,"['Onderzoeksmethodologie', 'Statistische', 'Diagnostische', 'Gespreksvaardigheden', 'Klinische', 'Psychologische']"
189,"['Onderzoeksmethoden', 'Statistiek', 'Klinische', 'Communicatie', 'Kritisch', 'Empathie', 'Proble']"
190,"['Statistische', 'Onderzoeksmethodologie', 'Klinische', 'Therapeutische', 'Cognitieve', 'Sociale']"
191,"['Onderzoeksmethoden', 'Statistiek', 'Diagnostische', 'Interviewtechnieken', 'Data-analyse', 'Klinische', 'Rapportage']"
192,"['Laboratoriumvaardigheden', 'Analytische', 'Probleemoplossende', 'Wetenschappelijk', 'Kritisch']"
193,"['Laboratoriumvaardigheden', 'Analytisch', 'Chemische', 'Chemische', 'Instrumentele']"
194,"['Diagnose', 'Behandelplannen', 'Tandheelkundige', 'Anesthesie', 'Tandheelkundige', 'Tandheelk']"
195,"['Anatomische', 'Diagnostische', 'Behandelplanning', 'Restauratieve', 'Endodontie', 'Chirurgische']"
196,"['Diagnostische', 'Behandelplanning', 'Restauratieve', 'Endodontie', 'Parodontologie', 'Chirurgische', 'Prothetische']"
197,"['Diagnostische', 'Behandelingsplanning', 'Restauratieve', 'Endodontie', 'Parodontologie', 'Chirurgische', 'Prothetische']"
198,"['Medische', 'Signaalverwerking', 'Medische', 'Klinische', 'Biomechanica', 'Medische']"
199,"['Academisch', 'Onderzoeksmethoden', 'Kritisch', 'Presentatievaardigheden', 'Probleemoplossing', 'Teamwork', 'Onderhandel']"
200,"['Academisch', 'Onderzoeksvaardigheden', 'Kritisch', 'Probleemoplossing', 'Presentatievaardigheden', 'Data-analyse']"
201,"['Stedenbouwkundig', 'Ruimtelijke', 'GIS', 'Stedelijke', 'Stedelijk', 'Sociale']"
202,"['Voedingsanalyse', 'Dieetplanning', 'Voedingsvoorlichting', 'Voedselveiligheid', 'Onderzoeksmethoden', 'Voedingsbeoordeling']"
203,"['Gewasbeheer', 'Bodemkunde', 'Gewasbescherming', 'Landbouwmechanisatie', 'Precisielandbouw']"
204,"['Kennis', 'Vaardigheid', 'Begrip', 'Bekwaamheid', 'Vaardigheid', 'Kennis', 'Bekwaamheid', 'Vaardigheid', 'Kennis', 'Bekwaamheid']"
205,"['Laboratoriumvaardigheden', 'Microscopie', 'Statistiek', 'Wetenschappelijk', 'Data-analyse', 'Onderzoeksmethoden', 'Genetica']"
206,"['Wetenschappelijke', 'Laboratoriumvaardigheden', 'Data-analyse', 'Onderzoeksvaardigheden', 'Anatomie', 'Ecologie']"
207,"['Medische', 'Diagnostische', 'Chirurgische', 'Farmacologie', 'Radiologie', 'Anesthesiologie', 'Laboratoriumvaardigheden']"
208,"['Geografische', 'Klimaatmodellering', 'Duurzaamheidsanalyse', 'Milieubeleid', 'Duurzame', 'Waterbeheer']"
209,"['Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Kritisch', 'Statistische', 'Projectmanagement', 'Interculturele']"
210,"['Plantenidentificatie', 'Gewasbeheer', 'Bodemkunde', 'Plantenveredeling', 'Plantenfysiologie', 'Plagen-', 'Gewasbescherming']"
211,"['Data-analyse', 'Milieueconomie', 'Duurzaamheidsbeheer', 'Beleidsanalyse', 'Projectmanagement']"
212,"['Geologische', 'Geofysische', 'GIS', 'Petrologie', 'Geohydrologie', 'Stratigrafie', 'Bodemkunde', 'Vulkanologie']"
213,"['Geologische', 'Mineralogie', 'Petrologie', 'Geofysica', 'Geochemie', 'Paleontologie', 'Geomorfologie']"
214,"['Programmeervaardigheden', 'Data-analyse', 'Machine', 'Robotica', 'Internet', '3D-printen', 'Automatisering']"
215,"['Anatomie', 'Voedingswetenschappen', 'Fokkerij', 'Dierengedrag', 'Dierengezondheid', 'Dierenwelzijn']"
216,"['Wiskundige', 'Statistische', 'Numerieke', 'Programmeren', 'Lineaire', 'Calculus']"
217,"['Wiskundige', 'Programmeervaardigheden', 'Experimentele', 'Probleemoplossende', 'Technische', 'Data-analysevaardigheden', 'Modelleringsvaardigheden']"
218,"['Programmeren', 'Machine', 'Data-analyse', 'Algoritme-ontwerp', 'Neurale', 'Natuurlijke', 'Computer']"
219,"['Programmeervaardigheden', 'Machine', 'Deep', 'Data-analyse', 'Computer', 'Natural']"
220,"['Wetenschappelijke', 'Statistische', 'Programmeervaardigheden', 'Wiskundige', 'Probleemoplossend', 'Kritisch']"
221,"['Laboratoriumvaardigheden', 'Celkweektechnieken', 'Analytische', 'Farmacokinetiek', 'Geneesmiddelenontwikkeling']"
222,"['Laboratoriumvaardigheden', 'Microscopie', 'Statistische', 'Data-analyse', 'Wetenschappelijk', 'Onderzoeksmethoden', 'Genetica']"
223,"['Laboratoriumvaardigheden', 'Wetenschappelijk', 'Data-analyse', 'Onderzoeksmethoden', 'Microscopie', 'Genetica']"
224,"['Laboratoriumvaardigheden', 'Wetenschappelijke', 'Statistische', 'Onderzoeksvaardigheden', 'Data-analyse', 'Kennis', 'Ec']"
225,"['Laboratoriumvaardigheden', 'Onderzoeksmethoden', 'Microscopie', 'Genetica', 'Ecologie', 'Evolutie']"
226,"['Laboratoriumvaardigheden', 'Microscopie', 'Data-analyse', 'Wetenschappelijk', 'Onderzoeksmethoden', 'Ecologische', 'Genetische']"
227,"['Laboratoriumvaardigheden', 'Statistische', 'Onderzoeksmethoden', 'Data-analyse', 'Kennis', 'Ecologische', 'Genetica']"
228,"['Laboratoriumvaardigheden', 'Data-analyse', 'Microscopie', 'Genetica', 'Ecologie', 'Anatomie', 'Biochemie']"
229,"['Medische', 'Signaalverwerking', 'Medische', 'Biomechanica', 'Medische']"
230,"['Medische', 'Biologische', 'Medische', 'Biomechanica', 'Medische', 'Medische']"
231,"['Laboratoriumtechnieken', 'Celkweektechnieken', 'Moleculaire', 'Biochemie', 'Immunologie', 'Microbiologie', 'Farmacologie']"
232,"['Laboratoriumtechnieken', 'Analytische', 'Onderzoeksmethodologie', 'Statistische', 'Medische', 'Wetenschappelijk', 'Presentatievaardigh']"
233,"['Laboratoriumtechnieken', 'Moleculaire', 'Celkweek', 'Biochemische', 'Genetische']"
234,"['Ecologische', 'Bosbouwtechnieken', 'Natuurbehoud', 'GIS', 'Bosbeheerplanning']"
235,"['Technisch', 'Bouwmaterialen', 'Bouwcodes', 'Structurele', 'Bouwkostenraming', 'Projectmanagement', 'Duurzaam']"
236,"['Data-analyse', 'Statistiek', 'Programmeren', 'Data', 'Data', 'Machine']"
237,"['Chemische', 'Analytische', 'Thermodynamica', 'Reactorkinetiek', 'Scheidingstechnologieën', 'Procescontrole', 'Materiaalwetenschap']"
238,"['Chemische', 'Laboratoriumvaardigheden', 'Procesontwerp', 'Chemische', 'Materiaalkunde']"
239,"['Laboratoriumvaardigheden', 'Analytische', 'Probleemoplossende', 'Technische', 'Chemische']"
240,"['Farmaceutische', 'Farmacologie', 'Analytische', 'Kwaliteitscontrole', 'Farmaceutische', 'Farmaceutische', 'Klinische']"
241,"['Programmeren', 'Algoritmen', 'Databases', 'Webontwikkeling', 'Netwerken', 'Machine', 'Besturingssystemen', 'Software']"
242,"['Programmeren', 'Statistiek', 'Machine', 'Data-analyse', 'Data', 'Data', 'Natuur']"
243,"['Circuitontwerp', 'Signaalverwerking', 'Elektrische', 'Programmeervaardigheden', 'Elektronische', 'Microcontrollers', 'Power']"
244,"['Geografische', 'Statistische', 'Milieumodellering', 'Data-analyse', 'Milieubeheer', 'Milieueffectbeoordeling', 'Waterbeheer']"
245,"['Analytische', 'Farmacologie', 'Farmaceutische', 'Kwaliteitscontrole', 'Wetenschappelijk', 'Klinische', 'Toxicologie']"
246,"['Farmaceutische', 'Dosering', 'Farmaceutische', 'Farmacokinetiek', 'Farmacologie', 'Farmaceutische', 'Farmaceutische']"
247,"['Voedselverwerkingstechnieken', 'Kwaliteitscontrole', 'Voedselveiligheid', 'Productontwikkeling', 'Voedingschemie']"
248,"['Data-analyse', 'Duurzaamheidsbeheer', 'Klimaatmodellering', 'Milieubeleid', 'Duurzame', 'Ecologische']"
249,"['Programmeren', 'Game', '3D-modellering', 'Game', 'Grafisch', 'Game', 'Artificial', 'Netwerkprogram']"
250,"['Geografische', 'Ruimtelijke', 'Milieubeoordeling', 'Stedenbouw', 'Milieubeleid', 'Cartografie']"
251,"['Technisch', '3D-modellering', 'Prototyping', 'Materiaalkennis', 'Ergonomie', 'User-centered', 'Productieprocessen']"
252,"['Technische', 'Statistische', 'Kwaliteitsmanagement', 'Supply', 'Projectmanagement', 'Lean']"
253,"['Geografische', 'Bodemkunde', 'Hydrologie', 'Landmeten', 'Ruimtelijke', 'Milieubeoordeling', 'Landbouwtechnologie']"
254,"['Ruimtelijke', 'Ontwerpen', 'Technische', 'Milieukennis', 'Projectmanagement', 'Communicatie', 'Onderzoeksva']"
255,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Analytische', 'Probleemoplossende', 'Interculturele']"
256,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Analytisch', 'Statistische', 'Taalvaardigheden', 'Kritisch']"
257,"['Kritisch', 'Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Probleemoplossend', 'Statistische', 'Projectmanagement', 'Interdisciplinaire']"
258,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Statistische', 'Interdisciplinaire']"
259,"['Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Statistische', 'Talenkennis']"
260,"['Kritisch', 'Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Probleemoplossend', 'Teamwork', 'Onderhandelingsvaardigheden']"
261,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Statistische', 'Taalvaardigheden']"
262,"['Wetenschappelijk', 'Statistiek', 'Programmeren', 'Kritisch', 'Probleemoplossing', 'Communicatie']"
263,"['Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Probleemoplossend', 'Analytische', 'Kritisch', 'Interdisciplinair']"
264,"['Onderzoeksvaardigheden', 'Analytisch', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend']"
265,"['Laboratoriumtechnieken', 'Biotechnologie', 'Celkweek', 'Biochemische', 'Genexpressie']"
266,"['Laboratoriumtechnieken', 'Analytische', 'Biotechnologie', 'Biochemie', 'Celbiologie']"
267,"['Analytisch', 'Probleemoplossing', 'Abstract', 'Logisch', 'Kritisch', 'Numerieke']"
268,"['Laboratoriumtechnieken', 'Biostatistiek', 'Celbiologie', 'Genetica', 'Biochemie', 'Farmacologie', 'Immunologie']"
269,"['Anatomie', 'Medische', 'Medische', 'Laboratoriumtechnieken', 'Farmacologie', 'Medische', 'Klinische']"
270,"['Laboratoriumvaardigheden', 'Celkweek', 'DNA-sequencing', 'Proteïne-analyse', 'Microscopie', 'Data-analyse']"
271,"['Laboratoriumvaardigheden', 'Moleculaire', 'Celkweek', 'Biochemie', 'Genetica', 'Microbiologie']"
272,"['Laboratoriumvaardigheden', 'Analytische', 'Bioinformatica', 'Statistische', 'Celbiologie']"
273,"['Laboratoriumvaardigheden', 'Analytische', 'Chemische', 'Instrumentatievaardigheden', 'Moleculaire']"
274,"['Wiskundige', 'Programmeren', 'Data-analyse', 'Experimenteel', 'Probleemoplossende']"
275,"['Wiskundige', 'Programmeervaardigheden', 'Data-analyse', 'Probleemoplossend', 'Technische']"
276,"['Wiskundige', 'Programmeervaardigheden', 'Data-analyse', 'Probleemoplossende', 'Onderzoeksvaardigheden']"
277,"['Wiskundige', 'Probleemoplossend', 'Experimenteel', 'Data-analyse']"
278,"['Wiskundige', 'Probleemoplossend', 'Experimenteel', 'Data-analyse', 'Computervaardigheden']"
279,"['Wiskundige', 'Experimenteel', 'Programmeren', 'Gegevensanalyse', 'Probleemoplossing']"
280,"['Onderzoeksmethoden', 'Technische', 'Projectmanagement', 'Data-analyse', 'Innovatie']"
281,"['Plantenidentificatie', 'Gewasbeheer', 'Plantenveredeling', 'Bodemkunde', 'Plagen-', 'Gewasbescherming', 'Bi']"
282,"['Laboratoriumvaardigheden', 'Analytische', 'Probleemoplossende', 'Wiskundige', 'Kritisch']"
283,"['Laboratoriumvaardigheden', 'Analytische', 'Probleemoplossend', 'Wiskundige', 'Technische']"
284,"['Analytisch', 'Laboratoriumvaardigheden', 'Nauwkeurigheid', 'Kritisch', 'Wetenschappelijk', 'Probleemoplossing']"
285,"['Laboratoriumvaardigheden', 'Analytisch', 'Wetenschappelijk', 'Kwantitatieve', 'Chemische', 'Probleemoplossend']"
286,"['Chemische', 'Procesontwerp', 'Laboratoriumvaardigheden', 'Chemische', 'Materiaalkunde', 'Thermodynamica']"
287,"['Wetenschappelijke', 'Laboratoriumvaardigheden', 'Statistische', 'Wetenschappelijk', 'Onderzoeksvaardigheden', 'Probleemoplossing']"
288,"['Onderzoeksvaardigheden', 'Data-analyse', 'Wetenschappelijk', 'Projectmanagement', 'Financiële', 'Innovatiemanagement']"
289,"['Geografische', 'Ruimtelijke', 'Stedelijke', 'Milieubeheer', 'Ruimtelijke', 'Sociale', 'Statistische']"
290,"['Bodemanalyse', 'Waterkwaliteitsonderzoek', 'Atmosferische', 'Klimaatmodellering', 'Geografische', 'Statistische']"
291,"['Astronomische', 'Gegevensanalyse', 'Wiskundige', 'Programmeren', 'Ruimtevaarttechnologie', 'Optica']"
292,"['Astronomische', 'Data-analyse', 'Wiskundige', 'Programmeren', 'Astrofotografie', 'Astronomische']"
293,"['Data-analyse', 'Duurzaamheidsbeheer', 'Life', 'Projectmanagement', 'Duurzaamheidsrapportage', 'Du']"
294,"['Wiskundige', 'Programmeren', 'Experimenteel', 'Probleemoplossing', 'Analytisch']"
295,"['Wiskundige', 'Programmeervaardigheden', 'Analytisch', 'Probleemoplossend', 'Experimentele', 'Technisch']"
296,"['Wiskundige', 'Analytisch', 'Programmeren', 'Statistische', 'Numerieke', 'Lineaire', 'Calculus']"
297,"['Marketing', 'Eventmanagement', 'Hospitality', 'Toeristische', 'Klantenservice', 'Financieel']"
298,"['Academisch', 'Onderzoeksmethoden', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossing', 'Interdisciplinair', 'Onderhandelingsvaardigheden']"
299,"['Wetenschappelijk', 'Probleemoplossing', 'Technische', 'Projectmanagement', 'Communicatie', 'Kritisch', 'Creativiteit', 'Interdisciplinair']"
300,"['Academisch', 'Onderzoeksmethoden', 'Kritisch', 'Presentatievaardigheden', 'Projectmanagement', 'Interculturele', 'Statistische']"
301,"['Voedingsanalyse', 'Dieetplanning', 'Onderzoeksmethoden', 'Voedingseducatie', 'Klinische', 'Voedselveiligheid', 'Onder']"
302,"['Technisch', 'Mechanisch', 'Materiaalkunde', 'Thermodynamica', 'Sterkteleer', 'Productieprocessen', 'Kwaliteitscontrole']"
303,"['Analytisch', 'Probleemoplossing', 'Logisch', 'Abstract', 'Statistische', 'Programmeren', 'Kritisch']"
304,"['Analytisch', 'Probleemoplossend', 'Abstract', 'Logica', 'Statistische', 'Programmeren', 'Modelleren']"
305,"['Onderzoeksvaardigheden', 'Analytisch', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Taalvaardigheid', 'Interculturele', 'Kritisch']"
306,"['Analytisch', 'Projectmanagement', 'Financieel', 'Statistische', 'Organisatieontwikkeling', 'HR-management', 'Beleidsanalyse']"
307,"['Analytisch', 'Beleidsanalyse', 'Statistische', 'Financieel', 'Projectmanagement', 'Onderzoeksmethoden', 'Juridische']"
308,"['Analytisch', 'Beleidsanalyse', 'Projectmanagement', 'Statistische', 'Financieel', 'Juridische', 'Onderzoeksmethoden', 'Communicatievaardigheden']"
309,"['Analytische', 'Onderzoeksvaardigheden', 'Juridische', 'Financiële', 'Projectmanagementvaardigheden', 'Communicatieve']"
310,"['Programmeren', 'Webontwikkeling', 'Databasebeheer', 'Netwerkbeheer', 'Systeemanalyse', 'Projectmanagement', 'Data-analyse', 'Informatiebeveiliging']"
311,"['Onderzoeksmethoden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Kritisch', 'Statistische', 'Mediaplanning']"
312,"['Onderzoeksmethoden', 'Analytisch', 'Juridische', 'Forensische', 'Statistische', 'Communicatievaardigheden', 'Interviewtechnieken']"
313,"['Onderzoeksmethoden', 'Forensische', 'Juridische', 'Analytische', 'Risicobeoordeling', 'Profiling', 'Strafrechtelijk']"
314,"['Analytisch', 'Onderzoeksvaardigheden', 'Statistische', 'Forensische', 'Strafrechtelijke', 'Profiling']"
315,"['Juridisch', 'Contractonderhandeling', 'Financiële', 'Bedrijfsstrategie', 'Onderhandelingsvaardigheden', 'Projectmanagement', 'Bedrijfsrecht']"
316,"['Juridisch', 'Juridische', 'Wetgevingskennis', 'Contractonderhandelingen', 'Pleitvaardigheden', 'Onderhandelingsvaardigheden', 'Juridisch']"
317,"['Juridisch', 'Wetgevingsanalyse', 'Juridisch', 'Moot', 'Onderhandelingsvaardigheden', 'Juridische', 'Conflictbeheersing']"
318,"['Taalvaardigheid', 'Onderzoeksvaardigheden', 'Analytisch', 'Interdisciplinair', 'Politieke', 'Interculturele', 'Projectmanagement', 'Present']"
319,"['Taalvaardigheid', 'Onderzoeksvaardigheden', 'Interdisciplinaire', 'Analytisch', 'Politieke', 'Culturele']"
320,"['Kennis', 'Interpretatie', 'Belastingplanning', 'Boekhouding', 'Onderzoeksvaardigheden']"
321,"['Kennis', 'Analytische', 'Onderzoeksvaardigheden', 'Communicatieve', 'Probleemoplossende', 'Kritisch']"
322,"['Kennis', 'Analytisch', 'Onderzoeksvaardigheden', 'Schriftelijke', 'Mondelinge', 'Probleemoplossing', 'Interpretatie']"
323,"['Kennis', 'Analytisch', 'Onderzoeksvaardigheden', 'Juridisch', 'Communicatievaardigheden', 'Probleemoplossend']"
324,"['Kennis', 'Analytisch', 'Onderzoeksvaardigheden', 'Juridisch', 'Probleemoplossend', 'Communicatieve', 'Onderhandelingsvaardigheden']"
325,"['Kennis', 'Analytisch', 'Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Communicatieve']"
326,"['Fiscale', 'Belastingplanning', 'Financiële', 'Boekhouding', 'Auditing', 'Onderzoeksvaardigheden']"
327,"['Onderzoeksmethoden', 'Epidemiologie', 'Gezondheidsbeleid', 'Gezondheidsvoorlichting', 'Gezondheidseconomie']"
328,"['Juridisch', 'Juridische', 'Juridisch', 'Onderhandelingsvaardigheden', 'Mondelinge', 'Wetgevingsanalyse']"
329,"['Technisch', 'Productontwikkeling', 'CAD-software', 'Technische', 'Prototyping', 'Materiaalkennis', 'Ergonomie', 'Productieprocessen', 'Usability']"
330,"['Operations', 'Supply', 'Kwaliteitsmanagement', 'Projectmanagement', 'Data-analyse', 'Lean', 'Financieel']"
331,"['Juridisch', 'Wetgevingsanalyse', 'Contractonderhandeling', 'Geschillenbeslechting', 'Internationale', 'Handelsrecht']"
332,"['Juridisch', 'Juridische', 'Vertrouwdheid', 'Contractonderhandeling', 'Geschillenbeslechting', 'Internationale', 'Onderhandelingsvaardigh']"
333,"['Financiële', 'Marketingstrategie', 'Bedrijfsanalyse', 'Projectmanagement', 'Onderhandelingsvaardigheden', 'Internationale']"
334,"['Onderzoeksvaardigheden', 'Analytische', 'Diplomatieke', 'Talenkennis', 'Politieke', 'Conflictbeheersing', 'Beleidsanalyse']"
335,"['Juridische', 'Contractonderhandeling', 'Privacywetgeving', 'Intellectueel', 'Cybersecurity', 'Compliance']"
336,"['Juridisch', 'Wetgevingsanalyse', 'Juridisch', 'Juridische', 'Bestuursrecht', 'Conflictanalyse', 'Beleidsanalyse']"
337,"['Juridisch', 'Juridische', 'Wetgeving', 'Argumentatie', 'Juridisch', 'Mondelinge', 'Onderhandeling']"
338,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Interc']"
339,"['Kritisch', 'Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Probleemoplossend', 'Interdisciplinaire', 'Onderhandelingsvaardigheden', 'Statistische']"
340,"['Onderzoeksvaardigheden', 'Analytische', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Samenwerking']"
341,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Statistische', 'Interdisciplinair']"
342,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Statistische', 'Inter']"
343,"['Onderzoeksvaardigheden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossing', 'Statistische']"
344,"['Kritisch', 'Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Probleemoplossend', 'Interdisciplinaire', 'Taalvaardigheden', 'Statistische']"
345,"['Data-analyse', 'Projectmanagement', 'Financieel', 'Ondernemerschap', 'Strategisch', 'Marketingvaardigheden']"
346,"['Juridisch', 'Juridische', 'Argumentatie', 'Juridisch', 'Onderhandelingsvaardigheden', 'Probleemoplossing']"
347,"['Kennis', 'Juridisch', 'Contractuele', 'Eigendomsrecht', 'Erfrecht', 'Familierecht', 'Vennootschapsrecht']"
348,"['Juridische', 'Contractonderhandeling', 'Eigendomsrecht', 'Erfrecht', 'Vennootschapsrecht', 'Familierecht', 'Huurrecht']"
349,"['Juridisch', 'Contractonderhandeling', 'Eigendomsrecht', 'Erfrecht', 'Vennootschapsrecht', 'Familierecht', 'Contractrecht', 'Fiscaal']"
350,"['Juridisch', 'Contractonderhandeling', 'Eigendomsrecht', 'Erfrecht', 'Vennootschapsrecht', 'Familierecht', 'Fiscaal']"
351,"['Analytisch', 'Onderzoeksvaardigheden', 'Statistische', 'Politieke', 'Beleidsanalyse', 'Internationale']"
352,"['Analytisch', 'Onderzoeksvaardigheden', 'Juridische', 'Economische', 'Politieke', 'Statistische', 'Onderhandelingsvaardigheden']"
353,"['Juridisch', 'Contractonderhandeling', 'Financiële', 'Bedrijfseconomie', 'Juridische', 'Onderhandelingsvaardigheden', 'Compliance']"
354,"['Juridisch', 'Contractonderhandeling', 'Risicobeheer', 'Bedrijfsstrategie', 'Financiële', 'Projectmanagement', 'Onderhandelingsvaardigheden']"
355,"['Juridisch', 'Analytisch', 'Juridische', 'Wet-', 'Juridisch', 'Onderhandelingsvaardigheden']"
356,"['Juridisch', 'Analytisch', 'Juridisch', 'Argumentatie', 'Juridische', 'Onderhandelingsvaardigheden', 'Advocacy']"
357,"['Juridisch', 'Analytisch', 'Schrijfvaardigheid', 'Mondelinge', 'Juridische', 'Probleemoplossend']"
358,"['Juridisch', 'Analytisch', 'Juridisch', 'Pleiten', 'Juridische', 'Juridische']"
359,"['Juridisch', 'Juridische', 'Wetgevingsvaardigheden', 'Schrijfvaardigheden', 'Onderhandelingsvaardigheden', 'Pleitvaardigheden', 'Probleemoplossende']"
360,"['Juridisch', 'Juridisch', 'Analytisch', 'Juridische', 'Onderhandelingsvaardigheden', 'Procesvaard']"
361,"['Juridisch', 'Analytisch', 'Juridisch', 'Mondelinge', 'Juridische', 'Wetgevingsanaly']"
362,"['Juridisch', 'Analytisch', 'Schrijfvaardigheid', 'Mondelinge', 'Onderhandelingsvaardigheden']"
363,"['Juridisch', 'Analytisch', 'Schrijfvaardigheid', 'Mondelinge', 'Probleemoplossend', 'Onderhandelingsvaardigheden', 'Kritisch']"
364,"['Juridisch', 'Analytisch', 'Juridisch', 'Juridische', 'Wetgeving', 'Pleiten']"
365,"['Academisch', 'Onderzoeksvaardigheden', 'Kritisch', 'Presentatievaardigheden', 'Probleemoplossing', 'Statistische', 'Interdisciplinair']"
366,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Kritisch', 'Probleemoplossend', 'Statistische']"
367,"['Academisch', 'Onderzoeksmethoden', 'Kritisch', 'Probleemoplossing', 'Presentatievaardigheden', 'Statistiek', 'Projectmanagement']"
368,"['Stedenbouwkundig', 'Ruimtelijke', 'Geografische', 'Stedelijke', 'Sociale']"
369,"['Wetenschappelijk', 'Data-analyse', 'Communicatievaardigheden', 'Presentatievaardigheden', 'Projectmanagement']"
370,"['Schriftelijke', 'Mondelinge', 'Onderzoeksvaardigheden', 'Mediavaardigheden', 'Digitale', 'Marketing']"
371,"['Schrijfvaardigheid', 'Onderzoeksvaardigheden', 'Presentatievaardigheden', 'Mediaproductie', 'Digitale', 'Interpersoonlijke', 'Analytisch']"
372,"['Schrijfvaardigheid', 'Onderzoeksvaardigheden', 'Presentatievaardigheden', 'Digitale', 'Analytisch', 'Projectmanagementvaardigheden', 'Interpersoonlijke', 'Mediaplanning']"
373,"['Onderzoeksmethoden', 'Statistische', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Mediaproductie', 'Interpersoonlijke', 'Strategisch']"
374,"['Onderzoeksvaardigheden', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Interpersoonlijke', 'Mediageletterdheid', 'Digitale']"
375,"['Onderzoeksmethoden', 'Statistische', 'Mediaplanning', 'Public', 'Interpersoonlijke', 'Schrijfvaardigheid']"
376,"['Schriftelijke', 'Mondelinge', 'Onderzoeksvaardigheden', 'Mediaplanning', 'Digitale', 'Interpersoonlijke']"
377,"['Onderzoeksmethoden', 'Statistische', 'Schrijfvaardigheden', 'Presentatievaardigheden', 'Interpersoonlijke', 'Mediaplanning']"
378,"['Onderzoeksmethoden', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Statistische', 'Mediaplanning', 'Interpersoonlijke', 'Merkbeheer']"
379,"['Onderzoeksvaardigheden', 'Analytisch', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Taalvaardigheid', 'Bronnenkritiek']"
380,"['Onderzoeksmethoden', 'Statistische', 'Forensische', 'Strafrecht', 'Criminologische', 'Risico-']"
381,"['Onderzoeksmethoden', 'Analytisch', 'Juridische', 'Forensische', 'Statistische', 'Criminologische']"
382,"['Kwalitatief', 'Statistische', 'Interculturele', 'Ethnografie', 'Onderzoeksethiek']"
383,"['Kwalitatief', 'Kwantitatief', 'Interculturele', 'Ethnografisch', 'Analytisch', 'Onderzoeksmethoden']"
384,"['Onderzoeksmethoden', 'Data-analyse', 'Interculturele', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden']"
385,"['Onderzoeksmethoden', 'Culturele', 'Interdisciplinaire', 'Mondelinge', 'Kritisch']"
386,"['Kwalitatief', 'Data-analyse', 'Interculturele', 'Ethnografisch', 'Sociale', 'Onderzoeksmethoden', 'Krit']"
387,"['Onderzoeksmethoden', 'Interculturele', 'Kritisch', 'Schrijfvaardigheid', 'Presentatievaardigheden']"
388,"['Onderzoeks-', 'Kritisch', 'Interdisciplinaire', 'Schrijfvaardigheid', 'Presentatievaardigheden', 'Onder']"
389,"['Programmeren', 'Data-analyse', 'Webdevelopment', 'User', 'Cybersecurity', 'Digital', 'E-commerce', 'Data']"
390,"['Data-analyse', 'Financiële', 'Statistiek', 'Economische', 'Besluitvorming']"
391,"['Analytisch', 'Statistische', 'Financiële', 'Economische', 'Bedrijfsstrategie', 'Marketinganalyse']"
392,"['Financiële', 'Boekhouding', 'Statistische', 'Economische', 'Ondernemerschap', 'Marketingonderzoek']"
